bedrooms,bathrooms,sqft_living,sqft_lot,price
3,1.75,1330,5000,532500
3,1,1070,9000,265000
3,1.25,1510,13737,397500
3,2.5,1710,3469,524250
4,2.75,2790,10819,765000
4,2.5,2620,5450,648000
5,2.5,2970,24759,469500
3,1.75,1050,7854,237500
3,1,1280,8712,216000
3,1,1030,8400,427200
3,2.25,1900,7800,280000
5,3,3070,9804,718000
2,2.75,1760,4139,420000
2,1,930,5400,379000
2,1,880,7683,326100
3,2.5,1360,1016,535000
4,2.75,2130,8560,283000
3,1,1480,7469,260000
4,1,1500,6388,399000
3,2.25,1670,5004,484950
4,1.75,2060,9828,640000
4,2.5,2160,8158,585000
4,2,2780,11583,645000
3,2,1490,7651,253000
2,1,740,6460,178500
4,2.5,1860,6325,291000
2,2.75,1590,20917,199950
2,1,850,2340,553500
2,1,1030,4188,189950
3,2,1850,9550,289000
4,2,1830,4590,700000
3,2,1560,8853,270000
4,1.75,1730,8320,258000
3,2.5,1930,7214,530000
3,2.25,1422,3677,245000
3,2,1380,5000,563000
3,2.5,2430,4203,515000
4,2.5,2610,7091,325000
3,2.25,2000,217800,540000
2,1,920,5000,280300
4,1.75,1750,5500,460000
3,1.75,2020,8970,475000
4,2.25,2460,44431,900000
4,3,1780,7260,538200
2,1,1080,3600,429000
3,1,1250,5411,164808
4,2.25,1870,7700,520000
3,1.75,1700,8432,475000
4,1.5,1480,47045,283000
4,2.5,1930,6228,321500
4,2.75,3130,21810,840000
3,2.25,1370,6000,287000
3,1.75,960,8106,375000
3,1.75,1260,7128,349500
3,1.5,1480,7749,446450
4,2.5,1930,9643,315000
2,1,870,5340,271310
4,1,1300,8400,315000
3,1.75,1490,6930,245000
2,1,1380,5484,543115
4,2,1190,8190,900000
4,4.25,4250,6552,2450000
2,2,1920,6045,554000
3,1.75,2080,12522,249900
3,2.5,3220,54160,768000
4,3,3680,5854,980000
5,2.5,2070,9600,395000
3,1.75,1480,2200,415000
4,2.5,2000,6921,380000
3,2.5,1560,5259,566000
2,1,1600,8961,218500
4,2.5,1940,10500,550000
3,1.75,1540,3000,512031
2,1,820,8860,197500
3,2.25,1780,8784,470000
3,1.75,1560,242629,590000
4,2.25,2210,8862,465000
2,1.75,2040,114562,499000
3,2.25,1920,11500,515000
3,1.75,1930,5000,716500
3,2,1700,4250,410000
4,3.25,3450,6500,850000
4,3.25,3440,35021,1050000
4,2.5,2380,13435,648000
4,2.25,2400,5350,620000
4,4.5,5670,84267,935000
3,1,1140,10320,379000
3,1.75,1670,5375,699000
4,2.25,1910,8005,528000
3,1.75,1560,9452,425000
2,1.75,1500,8645,249500
5,3.25,4475,6642,1035480
4,2.75,2840,11900,790000
3,1,1020,18050,399950
3,1.5,1410,9000,275000
3,1,1520,2500,550000
1,1,730,6890,140000
3,1,1190,6250,250000
3,2.25,1410,8909,318000
2,1,1240,57000,505000
5,2.5,2500,9248,470500
3,1,1050,9206,360000
4,2.75,2680,8500,1242500
3,2.5,2380,16080,986000
2,1,1060,4228,515000
3,1.75,2300,41900,320000
4,3,2010,7426,310000
2,1,1090,5000,356700
4,1.75,2320,5595,775000
3,1,1040,7541,325000
4,2.75,1810,8677,208000
2,1,1150,12775,825000
3,2.5,2360,11254,515000
3,1.5,1970,3400,490000
4,3,2690,28300,675000
4,2.5,2080,4080,360000
4,2.5,2080,4080,550000
3,1.5,1370,9000,225000
3,2.75,3410,9360,500000
4,2,1850,11700,385000
5,2.75,3010,12611,837700
3,2.25,1530,3056,448000
5,1.75,2690,21357,730000
4,1.5,2810,7140,575000
3,1.75,1810,7300,430000
3,2.5,1560,3987,435000
3,1,1010,9611,241000
2,1.75,1000,1760,453500
2,1.5,990,1380,285000
2,1,720,4222,151000
5,4.5,6070,14731,1570000
5,2,2270,2400,631000
2,2.5,1380,1073,285000
3,1,1260,8378,195000
4,2.5,2910,35679,817500
3,2,1810,12825,550000
4,2.5,3160,8281,1127000
2,2.75,1910,1369,609850
3,1,1230,4380,200000
4,2.5,2960,6219,367000
3,2.25,2200,8375,285167
2,1.5,1270,32175,275000
4,2.5,2540,12843,350900
4,3.25,3030,9273,660000
3,1.75,1520,8835,525000
4,2.5,1560,7800,262000
2,1,970,4560,690000
5,3.75,3570,14648,624000
3,1,1350,7740,353000
4,3.5,3710,10400,552500
4,1,1430,8355,224500
3,1,940,8571,239000
5,4.5,4300,12250,975000
4,1.75,3990,13470,1200000
3,1,1380,4000,505000
4,1.75,2020,7865,302000
3,1,1480,5670,170000
2,1,1190,27007,195000
5,1.5,2550,6300,272000
5,1.5,2550,6300,369000
3,1.5,1500,6332,332500
3,2.5,3000,8250,515000
3,1,1690,4250,269000
4,4,4390,17832,1278000
3,2.5,1560,4100,303000
7,3,2940,8624,420000
3,1,1130,4100,400000
3,1,1020,8437,225000
2,2,1310,2550,219000
3,2.5,2570,9487,605000
4,2,2020,6867,625000
5,2,1680,3240,380000
4,2,1770,7700,620000
4,2.75,3190,10970,687500
4,2,1440,7950,225500
3,2,1150,6000,252500
3,2.5,1860,3658,510000
4,2.5,2430,5203,510000
3,2.5,1940,4000,725000
1,0,670,43377,75000
2,1,880,2970,492000
4,2.5,1930,14196,425000
4,2.75,3120,7898,1955000
3,2.5,1830,6162,298900
4,2.5,3230,40319,699000
2,1,700,3000,310000
3,1.75,1010,8580,350000
4,1.75,2460,10061,790000
4,2.5,2230,5000,305000
3,2.5,1570,2865,315000
5,3.5,2390,6600,267500
4,3.25,3460,7749,1750000
6,3.5,2400,8620,435000
6,4.5,2940,7500,482500
5,5.25,8010,45517,5110800
3,1.75,1570,8400,439995
3,3,1520,7500,460000
3,1,1070,6440,194000
2,0.75,440,8313,290000
4,2,2440,9600,274700
4,2.5,2660,3672,900000
4,4,4460,103382,1150000
3,2.5,2010,3667,605000
3,2.5,1450,3850,359000
3,1.75,1400,9900,850000
3,2,1500,2500,505000
3,2.5,2500,7394,565000
2,1.75,1280,7110,585000
4,3.25,3380,7500,328000
4,2.75,2910,18700,749950
4,2.5,3060,7140,826000
3,1,1330,40259,535000
4,2.5,3300,101930,925000
3,3.5,3250,6000,875000
4,2.25,2530,9200,902000
3,1,1830,13900,423000
3,1,1170,11100,235000
2,2,2930,14057,545000
2,1,1230,7560,343000
3,2.5,1620,2930,334950
3,1.75,1760,5355,405000
4,1,1440,8250,220000
2,1,1740,8100,173000
3,1,1270,3600,655000
2,1,880,3000,406000
6,2.5,2560,8320,632000
5,2.75,1540,4000,357000
3,1.75,1150,17585,361000
2,1,770,8149,277000
4,3.75,4610,40202,630000
3,2.5,1850,4597,254000
3,2.25,1840,8400,472800
3,1.75,1490,3800,263000
3,1.75,1490,3800,510000
3,1,960,10125,179950
4,2.25,1580,7307,525000
3,2.5,1260,889,479000
3,2,1940,6440,651000
4,1.75,2490,7834,949000
5,2.5,2520,27951,392400
4,1.75,1760,5356,585000
4,2.5,4190,7504,460000
3,1,1170,4400,470000
3,2.5,1600,4271,245000
4,2,2760,27631,500000
3,2.5,2090,8653,455000
4,2.5,2320,3974,485500
5,3.25,4110,7920,1875000
2,1,770,17334,100000
3,1.75,1410,16105,307000
4,3.5,3660,14401,475000
4,2.5,2180,7210,330000
3,1,1110,7520,130000
3,2.5,2280,7417,320000
4,2.5,2820,6180,735000
4,2.5,1570,9600,365000
3,1.5,1200,11935,234000
4,2,1710,8288,211000
6,3.5,3000,6320,680000
4,3,2800,7845,457000
3,2.25,1640,7261,349000
3,2.75,2030,6840,360000
4,2.5,2530,10155,350000
3,1,990,7420,208000
2,1,790,11234,250275
2,1,790,11234,435000
3,1.75,1800,7763,270000
3,1.75,1650,12940,438000
4,2,1980,23625,659000
4,2.75,2340,6350,645000
4,2.5,2790,5423,685100
7,3,2800,9569,350000
2,1,1840,81892,375000
3,1.5,1350,81549,170000
4,2.5,3030,3841,880000
4,2.5,1980,5000,410500
4,2.5,3690,13609,780000
5,4.5,3732,4426,1225000
2,1.75,1510,6852,449000
3,1.75,2000,5000,546000
3,2,1760,11410,317000
3,1,1270,7566,276900
5,2,2620,7030,399000
5,2.75,2630,10165,495000
3,1.75,2270,9000,258000
2,2.5,2410,102366,600000
3,2.75,1120,881,265000
5,2.75,3030,7000,321000
5,2.25,2120,4000,682000
4,2.5,1720,5805,295700
4,2.5,2150,37981,609000
3,4.5,4380,47044,995000
3,2.25,2010,11817,530000
5,2.5,3150,5150,614000
3,2.5,2500,21780,390000
3,2.5,1690,6642,467000
6,2.5,3300,13501,484000
3,2.5,1240,1115,340000
3,2.5,2200,7201,302495
3,1.75,1620,3360,532500
3,2.5,2420,9592,441500
4,2.5,2680,8062,470000
4,3.25,4250,8570,2300000
3,2.5,2400,99752,590000
3,1.75,2300,12000,320000
2,2,920,1201,363000
4,2.25,2350,18600,747500
2,2.5,2630,7957,750000
4,3,2170,4000,831000
3,2.5,1700,4125,403000
3,2.5,2470,4565,445000
3,1,1250,17380,345000
3,3.5,3110,14872,2260000
3,2,1530,8925,371025
2,1,960,6250,355000
3,1,1240,14110,270000
4,2.75,2440,15349,425000
3,1.75,2320,7875,364808
3,2.25,1580,6561,320000
4,2.5,2963,5797,325000
3,2.25,2470,10290,350000
3,1.5,1370,10176,170000
2,1,960,28717,255000
3,1,1130,7500,550000
4,4.25,4930,25714,835000
3,1,1150,5120,420000
4,2.5,2190,7350,925000
2,1.5,1490,4080,389250
3,2.5,2600,10183,748000
3,1.75,1530,9600,284000
4,2,1680,5000,588000
3,1.75,1680,8648,372500
4,3,1900,7194,285000
3,1,1570,9467,360000
3,1,1370,17859,275000
2,2,1350,4225,428000
6,2.5,3010,17864,847000
3,1,1010,7838,316000
3,2.5,2050,7205,375000
3,1,1670,4080,533000
5,2.5,3840,16905,556000
4,2,2220,14120,225000
4,2.5,2590,9530,537250
3,1,1180,13650,255000
4,2.5,2950,4836,530000
6,6,7390,24829,5300000
3,2.75,2150,31238,595000
4,2,2100,8880,548000
3,1.75,1650,8073,234975
3,1.75,1620,1325,600000
4,1,1750,12528,432000
3,1.5,1380,6657,455000
3,1.75,1510,11234,279950
3,1.5,1600,9072,267500
4,2.5,1840,220308,620000
2,1,830,7590,110000
3,3.5,1810,1846,625000
2,1,910,7000,389000
4,2,2120,3360,1200000
4,2.25,2510,133729,788500
5,2.25,2100,6936,567000
2,2.25,2690,15000,515000
4,2.5,2430,11870,605000
4,3.75,2452,4800,430000
2,1.75,1550,6000,805000
3,2.5,2080,4556,567500
3,1.75,1290,3870,647500
2,1.75,1850,2530,495000
4,2.5,3370,5000,825000
4,2.25,2730,7506,435000
3,1.75,1300,7800,445950
5,2.75,3040,10257,960000
4,3,2440,3600,780000
3,2.25,1720,9000,274500
5,3,3230,5167,729953
3,1.5,1200,890,464950
4,1.75,2350,18800,620000
4,3.5,3100,5600,735000
4,2.25,2040,9565,450000
4,1,2000,4676,450000
4,2.5,2160,5298,842500
3,2,1970,79714,360000
3,2.5,2270,100545,585000
3,2.25,1850,7923,461000
2,1,1350,4494,345000
3,2.5,3280,10302,1075000
4,2.5,2270,8391,643000
4,2.5,2820,8307,690000
4,1,1200,11111,282000
3,1.75,2000,6130,549000
3,2,2310,6000,815000
5,4.25,4640,22703,2200000
3,2.25,2330,11424,700000
3,2.5,3940,10360,933399
3,1,1440,11250,290000
4,1.75,1960,9300,372000
2,1.75,1250,2890,450000
3,2.5,1981,5700,303700
4,2.5,2440,10049,672000
4,1.5,1150,9360,334000
2,1,1120,5650,260000
3,1.75,1800,5700,749950
4,2.25,2380,122038,330000
5,3,2920,2808,830000
3,2.25,2790,13791,1131000
3,1,1560,7552,320000
2,1,1550,15250,260000
3,2,1700,11475,225000
1,1,640,6350,279200
4,3.5,2680,10000,520000
3,2.5,1860,8060,505000
3,1.75,1490,8366,234000
4,2.5,2470,5044,503000
4,2.25,2390,8858,606000
3,1,1230,6000,433500
3,1.5,2840,10182,250000
3,2.5,2120,9307,719000
3,2,1770,14400,381000
3,2.5,2495,4400,267000
1,0.75,1170,14149,275000
4,2.5,2740,7140,651000
2,1,1050,5671,439000
2,1,1130,5070,325000
2,1,880,6380,490000
4,2.5,2403,6172,519900
4,2.75,3410,35040,545000
4,4,5320,20041,1062500
4,1.75,1900,8250,542000
4,1.75,1810,21650,465000
2,2,1200,3900,408000
4,2.5,2060,5950,292000
3,1.75,1250,10122,253000
2,1,910,4662,280000
3,2.25,2560,41346,658588
4,2.25,1920,8910,635000
4,2.25,2240,8300,439000
3,2.5,1260,3855,300000
3,1.5,1360,13496,345000
4,2.25,2100,8050,283500
2,1,2110,4920,425000
3,1.75,2210,8955,685000
3,2.5,2360,12987,750000
4,1.5,1280,8000,245000
6,3.75,2740,6924,585444
4,2.5,2740,7571,706000
4,2,2630,9099,445000
3,2,1650,6000,241000
2,2.5,1770,7155,1175000
3,1,1500,5750,530000
3,1.5,1430,12199,350000
4,3.75,3190,17186,1700000
3,1,1280,9630,389000
4,2.75,2390,6820,799000
4,2.5,4040,9630,1400000
2,1,920,8612,340895
4,2.5,2730,10281,780000
2,1.5,1320,73600,350000
3,2.5,2620,4874,470000
4,3,3180,80837,914600
4,2.5,2900,4762,354000
5,2,1900,6000,470000
3,2,1760,5400,715000
2,1,760,4000,265000
4,3,3710,20000,2537000
3,1,1530,4944,640000
4,1.75,1990,18900,290000
5,4.75,3830,35000,480000
3,2,2040,5600,535000
3,1.75,2170,12220,907000
3,1.75,1620,7330,459000
3,2.5,3600,21399,1355000
3,1.5,1470,11599,264950
3,1,1760,3000,352950
3,2.25,2230,13100,491500
4,3.5,3770,37034,1229000
3,1,1200,9194,369500
3,2.5,2090,6294,566000
3,2.25,1500,7308,290000
5,5,8000,23985,5350000
3,1,870,5330,180000
2,1,1010,6000,215000
2,1,1010,6000,302000
3,1.75,1860,7881,352500
4,2,1330,5926,235867
3,2.25,1760,11946,500000
3,2.25,1800,4500,382000
5,2.5,1690,2402,515000
1,1,660,2600,250000
3,2.25,2400,5300,672500
3,2.25,3020,13031,755000
3,1,1500,2555,707500
4,2,1560,3840,459000
3,1,1090,10620,140000
2,1,970,4284,495000
3,3.25,3190,5283,757000
3,3.25,3190,5283,765000
4,1.5,1890,6052,359000
3,1,1050,7500,440000
4,1.5,1390,7200,400000
3,2,1700,4080,652000
3,1.75,1050,5850,260000
5,3,3340,10796,1328000
4,2,1540,17859,519500
3,1,1710,5992,650000
4,2.25,2100,8075,280000
4,1.75,1730,7980,515000
3,2.25,1500,2692,400000
3,2.5,2380,5017,652100
6,3,2180,7956,235000
4,1.5,1840,10080,701000
4,2.5,2341,9594,640000
3,2.5,1690,4584,455800
3,2.5,2490,21937,504750
3,3,2440,15540,483000
3,0.75,920,20412,530000
2,1,1030,8786,250000
5,2.75,2000,5885,229950
4,3.5,4210,9414,884744
3,1.5,1610,9964,514000
3,2.25,1910,35015,532000
4,2.5,2660,5539,423000
2,1,820,4025,420000
3,1.75,1730,18250,521000
4,2.25,2360,7490,577000
3,1,970,8040,425000
4,2.5,2460,4862,495000
3,2.5,2690,8577,340000
3,3.5,1820,1991,499950
4,3,3470,4750,1218000
4,2.75,3370,7634,720000
3,1.5,1700,8247,249000
3,1,1340,11070,206135
5,2.75,2000,9276,300000
6,3,3840,14040,612000
5,2.5,3890,27311,1102030
4,2,1220,9100,230000
3,1,2280,4600,850000
4,2.5,2770,7000,355000
4,2.5,2520,7253,442000
4,3,3060,5000,399000
4,2.5,2390,7115,360000
3,1.75,1320,7725,390000
5,2.5,2900,8711,413000
2,1,700,9500,190000
3,2.5,2210,9226,432900
3,2.25,2180,7741,621138
3,2.25,2080,4252,270000
4,2.25,2090,35040,610000
3,2,1720,5525,500000
4,2.25,2460,40635,715000
3,1.5,1470,14821,264000
3,1.75,1650,3200,550000
3,2,1690,9087,337000
3,1,970,8710,170000
4,2.5,2030,9095,405000
4,2.5,2540,28563,775000
3,2.25,1570,7475,425000
5,2.75,2580,9242,713000
5,2.5,2090,8712,555000
4,2.5,3260,5608,810000
4,3.75,3830,41263,1250000
3,3.5,2130,6150,819000
3,2.5,1690,1200,409900
2,2.5,1780,2067,935000
4,1.75,1620,7560,657500
6,3.75,4210,6105,900000
5,3.25,2980,7095,932800
3,2,1490,9000,391000
4,2.5,2110,9825,420000
6,3.5,6563,32670,1300000
3,1.5,1510,16800,415000
3,1.75,1830,9425,350000
2,1,1230,1820,375000
3,1.75,2180,14135,860000
4,2.25,2220,8872,495000
4,2.25,1730,8400,250000
4,2.25,1990,21312,365000
3,2.75,1540,6760,503000
2,1,1100,7200,150000
4,1.75,1640,1480,450000
4,3,2590,7213,355000
3,2,1450,9333,245000
3,2,1180,7793,265900
4,2.5,1820,7575,299000
4,2.25,2360,11523,957500
3,1,1120,7250,343000
3,2.25,1646,7364,307500
5,3.75,4210,14599,937500
3,3,2480,45302,610000
3,1.5,1590,7080,720000
4,2,2130,2620,610000
3,1.75,1650,7965,434500
2,2.5,3090,47044,602500
4,2.5,2180,4000,607010
3,1,1800,5750,610000
4,2.5,3720,35000,828500
3,1,1100,8560,199990
3,1.75,1530,9362,294000
4,2.5,3010,6100,789500
3,3.5,3500,9473,797000
5,3,3100,5250,539950
4,1.5,2000,6778,284950
4,1.5,2290,10372,776500
4,2.5,2400,10070,525000
3,2.5,1850,4957,303000
3,3.25,3680,7650,722080
3,1,1060,7473,140000
3,1,1060,7473,235000
3,1,1610,5500,440000
3,1.75,2330,6000,605000
2,1,1210,4800,380000
4,1,1530,8890,352000
4,2.25,2270,12000,420000
4,2,2590,7220,1175000
3,1.5,1850,10572,1375000
3,1.5,1500,14750,300000
4,3.25,4740,49091,1150000
2,1.5,1710,4189,453500
3,2,1920,7598,443500
2,1,1150,8138,332000
3,2.5,2320,4721,655000
4,1,1420,6000,475000
3,1.75,1550,12956,372500
4,2.5,2920,7200,1050000
3,1.75,1620,4200,500000
6,2.75,2300,24773,900000
3,1,1070,7140,327500
3,1.75,1790,7123,390000
2,1.5,1510,1962,451101
4,1,1340,5800,455000
4,2.5,3350,46748,650000
3,2.5,2500,7746,895000
4,2.25,2350,10664,800000
4,2.25,2550,12918,703770
3,1.75,1320,10454,249950
2,2,1270,3881,512000
5,2.5,3480,74052,780000
3,2.25,2820,11625,336000
3,2,2110,6900,285000
3,1.75,1100,7224,229900
4,3,1920,4000,667500
4,2.5,1890,12236,378000
3,2.5,2530,43733,454000
4,2.5,2550,4630,537500
3,1,1550,4160,425000
3,2,1760,6600,290000
3,2,1270,3600,349500
3,2.75,1250,1655,370000
3,1.75,1620,8438,549500
2,1,710,6322,245000
3,1.75,1070,7200,208000
4,2.25,2320,8760,248000
4,3.25,5450,37058,610000
4,2.5,1670,5116,550000
3,2.75,3010,206910,750000
2,1.75,1340,7380,192000
2,1,790,4000,169317
4,3.5,3400,3850,1198000
2,1,1530,6350,880000
1,1,930,7129,210000
3,1.5,1540,9800,180500
4,2,1990,29078,540000
3,1.75,2300,35722,520000
3,1.5,1220,6000,177500
3,1.75,2380,5650,415000
4,2.5,2020,7200,495000
3,2.25,1890,9646,325000
2,1.75,1330,4903,440000
3,1.75,1490,9844,411000
5,3.5,3550,9600,810000
5,1.75,2040,8996,561750
4,2.5,2380,12573,835100
3,2.25,1780,9969,450000
3,2.5,1650,2807,238000
3,1,1510,142803,299000
2,1,1100,6240,570000
3,1.75,2190,12626,340000
2,1.75,1760,2275,450000
4,1.5,1800,8786,272750
4,2,2000,6380,520000
3,1,990,10723,284950
2,1.5,1480,9660,255000
2,1,1200,9488,231500
1,2,3000,204732,415000
4,2.5,3504,6000,330000
3,1.5,1300,12240,365000
4,2,1330,9188,425000
4,1.75,1850,6480,400000
4,2.5,2240,9701,335000
3,3,1260,1251,342000
8,5,2800,2580,490000
4,1.75,1820,14319,331500
3,2.5,1730,4102,960000
4,2.5,3350,35298,720500
3,2.5,3370,6550,830000
3,1.75,1240,3600,662990
4,2,2340,10507,220000
5,2,1880,4179,349950
3,2,1810,2159,550000
3,1.75,2340,5668,396000
4,1.5,2820,4000,635000
3,1,1020,7650,293000
3,2.25,2090,10120,339000
4,2.25,1830,8734,285000
6,2.75,2980,5000,775000
4,1.5,1600,9289,224000
4,3.5,4440,8125,2250000
3,1,1200,8514,165050
3,1.25,1230,4500,275000
5,3,2930,5500,445000
3,2.25,2370,38639,510000
4,2.5,3040,7000,1230000
3,1.5,1610,13500,390000
3,2.25,2350,10450,460000
3,1.75,2000,14733,700000
4,3.5,3530,14406,874150
3,2.25,2220,9800,470000
3,1.75,2000,9416,374000
2,1.75,1210,131115,510000
2,2.5,1140,1181,467000
4,2.5,2440,28405,576000
3,2,1560,7352,196440
4,2.5,3210,18901,825000
2,1,930,2600,281000
3,2.5,1782,1577,326000
3,1.75,1740,46580,340000
5,1.75,3690,36036,440000
4,2.5,2930,18199,749000
4,1,1230,8316,340000
3,2,2000,7000,561000
3,2.25,1520,7930,270000
2,1,1040,3600,600000
4,1.5,1120,5427,219900
3,1.75,3020,360241,617000
3,2.25,1820,8446,469000
3,1,1370,56628,229000
4,3,3130,2646,1265000
3,1.5,1640,8301,365000
4,2.5,2650,9301,429000
4,2.5,2850,6809,550000
3,2.5,1820,16300,453000
3,1.5,1180,7000,187500
6,2.5,1880,14350,520500
3,1.75,1280,12776,300000
4,3.25,3120,5000,799000
3,2.5,2470,4948,338000
3,1,1700,4400,800000
2,2,1180,3200,360000
6,2.5,2800,10490,442500
4,1,1300,1651359,700000
5,3,3040,9601,830000
3,2.5,1630,11592,360400
3,1,1340,9339,345000
3,1.75,1830,51836,300000
3,1,1240,10800,350000
4,2,2500,36900,368000
3,1.75,1760,7482,264000
3,2,2660,16677,435000
3,1.5,2060,15837,200000
5,2.5,2540,3832,620000
5,4.25,4830,11466,1679000
3,1.75,1400,6000,337000
4,3.25,4280,20296,1928000
4,2.5,2230,10414,544500
1,1,680,1638,252000
4,2.5,2340,3784,445000
3,2.25,2070,14196,379500
4,2,1910,4225,189950
3,1,950,4250,469000
5,2.75,2910,53898,600000
3,2.5,2930,33981,785000
4,2.75,2610,8967,372000
5,3,3880,7180,445000
4,2.25,3320,53392,508000
5,1.5,1940,4800,780000
4,2.25,2510,9800,541100
4,2.5,2660,5608,729000
3,2,1710,134489,397000
2,1,1320,4520,451555
2,1,960,8153,300000
3,2.5,1790,11542,416000
2,1,950,3060,490000
6,3.75,2940,5054,480000
2,2,930,1662,368000
3,2.5,4570,10615,1038000
3,2.5,2370,9000,545000
5,2.75,3430,15119,850000
4,3.5,3540,4750,550000
3,2.25,2240,9314,600000
4,2.5,2710,12138,535000
3,2.5,2660,4975,599950
5,2.75,2540,5022,531000
4,2.25,2210,7665,530000
4,4,3570,8250,597326
4,2.5,3450,33460,805000
4,1.75,2330,8364,390000
4,2,1690,3250,487250
3,1.5,1030,8414,301000
5,2.75,2560,5618,1175000
4,2.5,1950,3000,299000
4,2.25,4370,22863,2350000
4,2.5,2350,3904,400000
4,2.5,3160,7210,467500
4,2.5,2430,9103,305000
3,1,1340,306848,210000
3,1,1010,10168,300000
3,2.25,1770,8755,327500
3,2,1210,7136,269000
4,3.25,3330,17533,975000
3,1,1240,5400,355000
3,1,1250,4620,712000
4,2.5,2960,41656,883000
2,1,840,12252,190000
3,1.75,1530,8028,443000
4,3,3750,11025,920000
4,2.25,2150,8250,285000
4,3.25,1560,4080,901000
3,1.75,2040,5775,552500
2,1,860,5000,256000
3,1.5,1720,7119,341000
4,2.25,2090,8941,279000
4,2.25,2130,10650,686000
2,1,1300,11867,225000
2,1.75,1220,15600,215500
4,3,2420,4800,950000
4,2.5,2940,156988,503000
3,2.5,2610,7567,780000
4,2,1880,7500,212000
4,2.75,2330,6703,580000
4,2.5,2200,3141,465000
4,2,1720,7560,206000
3,2.5,2250,10171,615000
4,1,1640,6305,519000
4,3.25,4130,11444,1135000
5,2.5,2600,3839,330000
4,1.5,1920,7973,240000
3,2,2060,7000,574000
4,4.25,5710,24663,930000
4,3,2720,183823,850000
3,1.5,1490,7275,415000
3,2.5,2360,9005,480000
5,1,1940,8875,300000
4,2.25,2570,9503,439000
3,1,1160,36831,450000
3,2.5,2660,206480,589000
3,2.25,1260,3000,477000
4,2.25,1780,6120,587500
4,2.25,3180,6105,1315000
4,2.5,3380,27589,1430000
4,2.25,2690,15000,700000
2,1,1180,6552,275000
3,1,1660,11783,367500
4,2.5,2260,6300,453250
5,1.75,1910,5428,607000
4,2,2430,8960,255000
2,2,1300,2500,501000
3,1,1060,4650,450000
3,2.25,2200,8000,360000
4,1.75,1720,3050,460000
3,1.75,2360,8290,753000
2,1,820,4234,389950
2,1,1030,4400,469000
4,1.75,2030,5688,550000
5,3.5,2700,11675,565000
2,1.75,1100,7600,189650
4,3.25,3620,5131,1525000
3,1.75,1340,8000,260000
3,1.75,1790,12000,243000
4,2.5,3830,13800,1100000
3,1.5,1580,7200,249000
2,1,2020,7200,720000
4,2.5,3330,9557,905000
4,2.5,2610,3500,824500
4,2.75,2610,8760,762500
3,2.5,1740,1280,580000
3,2,1840,8580,380000
3,1.75,1080,3200,805000
4,1.75,1240,4532,520000
5,4.5,5620,5800,1569500
2,1,1170,8925,175000
4,2.25,1760,9602,353500
4,2.5,2230,26989,500000
3,1.75,1520,7350,386500
2,1,1450,4750,210000
3,2.5,1600,6510,439500
5,2.5,3220,5751,315000
4,2.5,1830,8601,339000
4,2.25,2200,9163,655000
2,2.5,2170,8678,740000
5,2.5,1900,7843,685000
5,2.5,2960,9877,550000
2,1.75,1710,4234,405000
4,2.25,2620,17366,765000
3,2,2140,3600,625000
4,2.5,2100,19680,207000
4,2.5,2100,19680,370000
3,2.5,1460,4961,475000
2,1,990,8250,365000
4,2.25,2190,6800,411800
5,3.5,3990,42436,668000
3,2.5,2340,3630,618000
4,2,2460,5921,247500
5,3,2080,6150,345000
3,2,1700,8400,616300
3,1.5,1330,6768,348000
3,2.5,1630,10762,425000
5,2.75,2920,11880,850000
5,2.75,2830,6137,820000
4,2.25,3190,52953,832000
3,1.75,1490,3840,835000
3,2.5,1630,3425,350000
4,2.5,2280,4096,349000
6,3.75,3010,4360,1125000
3,2.5,1590,3480,320000
3,1,1250,7210,150000
3,1,1710,10190,340000
4,4,3280,8448,785500
4,2.5,3362,8601,410500
3,2.5,2200,11000,580000
2,1.5,830,920,345000
3,2.25,2160,37000,550000
4,3,2580,7299,449500
3,1,2150,7007,300000
4,2.5,3510,28052,915000
4,3.75,3810,9916,1575000
4,2.75,2020,2750,599000
4,2.5,2120,10202,755000
3,1,1250,7157,400000
3,1,980,9115,133000
4,1.5,1250,8400,330000
4,1,1100,5000,330000
3,1.75,1330,9417,375000
4,2.75,2560,8956,485000
4,2.5,1850,11250,470000
4,3,2790,3600,1045000
4,1,1660,4704,548800
2,1,1080,2674,315000
3,2,3030,9374,590000
4,2.5,2380,12067,439950
3,1.75,2250,26337,325000
2,1,880,5111,400000
4,2.5,2770,10051,685000
3,2,1340,10200,339950
3,1.75,1660,8160,315000
3,2.5,1710,3795,411753
2,1.75,1620,4879,577000
3,1.75,1530,8829,500000
3,2,1440,10111,210000
4,1.75,2020,16120,640000
4,1.75,1870,8663,460000
2,1,620,4760,265000
5,5,5774,31675,740000
3,1,1240,6195,230000
3,1.75,1890,10661,315000
3,1.75,2410,51763,432000
3,2.5,1530,3984,467000
5,3.75,2800,9900,255000
3,1.75,1460,6360,316500
4,2,1580,6250,190000
3,2,1450,2400,490000
4,1.75,1990,23200,378000
6,4,4470,17877,598800
5,3,1980,3868,333800
4,2.5,2920,9904,690000
4,1.75,1660,6200,320000
4,3.5,3190,6000,1249000
3,1.5,1560,9600,335000
3,2.5,3050,33920,840000
4,2.75,3030,21780,608250
3,2.5,2260,4165,550000
3,1,1260,7920,240000
3,2.25,3370,11757,998000
3,1.75,1490,8000,275000
3,2.5,1570,9292,284200
4,3.75,4490,7623,1715000
